0.20200000,0.00428193
0.22186667,0.03129447
0.24173333,0.05492419
0.26160000,0.07469244
0.28146667,0.09569962
0.30133333,0.11261864
0.32120000,0.13110103
0.34106667,0.14300309
0.36093333,0.15332469
0.38080000,0.16473006
0.40066667,0.17452669
0.42053333,0.18277438
0.44040000,0.18659633
0.46026667,0.19033289
0.48013333,0.19292467
0.50000000,0.19278665
0.51986667,0.19427460
0.53973333,0.19140642
0.55960000,0.18806824
0.57946667,0.17960425
0.59933333,0.17355174
0.61920000,0.16271227
0.63906667,0.15288826
0.65893333,0.14234015
0.67880000,0.12820945
0.69866667,0.11411593
0.71853333,0.09538702
0.73840000,0.07469717
0.75826667,0.05367493
0.77813333,0.03034164
0.79800000,0.00443185
