0.10200000,0.02976196
0.12186667,0.17581530
0.14173333,0.25440804
0.16160000,0.30548414
0.18146667,0.32987274
0.20133333,0.35471120
0.22120000,0.35942208
0.24106667,0.37234177
0.26093333,0.37482006
0.28080000,0.37568022
0.30066667,0.37170251
0.32053333,0.37113975
0.34040000,0.36467995
0.36026667,0.36302589
0.38013333,0.35798307
0.40000000,0.34246425
0.41986667,0.34131836
0.43973333,0.33263702
0.45960000,0.31895919
0.47946667,0.31096993
0.49933333,0.29776731
0.51920000,0.28145773
0.53906667,0.26190734
0.55893333,0.24454873
0.57880000,0.22304823
0.59866667,0.19969954
0.61853333,0.16384379
0.63840000,0.13585172
0.65826667,0.10144870
0.67813333,0.05858888
0.69800000,0.00935158
